manual.nii.gz,goal.nii.gz,imaginal.nii.gz,visual.nii.gz,procedual.nii.gz,retrieval.nii.gz
5941.264980623023,3022.261901650629,6554.134591908255,6177.900498994525,6121.2437425559465,5744.766174998845
5940.195209887831,3024.054805036295,6528.228576245896,6194.6634367327415,6082.005521208402,5728.900958012617
5948.080745862682,3033.4530820096966,6493.865365773949,6195.051012103259,6149.888875734487,5756.841727501051
5955.336017218014,3030.2602044942064,6530.639566999423,6200.423825526375,6166.936717363694,5734.635805091138
5950.523247080742,3031.450693188997,6508.60411511716,6198.918011353314,6158.482689380592,5736.695822462519
5945.3746178594,3033.7777291220546,6510.610444190599,6188.091498743786,6140.203216747235,5760.78105522532
5935.341355604444,3025.722032741326,6520.4190974018975,6189.77975803358,6103.606519668361,5726.220659888661
5933.934201706458,3037.733102924635,6505.742749486138,6206.22920690491,6134.41011698048,5774.201621776274
5932.075376149761,3020.641433584327,6521.67190106956,6186.871313266191,6127.881858780304,5736.953026322386
5932.848081288131,3023.1967868174797,6496.536954193886,6214.810745765539,6125.002963943731,5729.988415536841
5946.378073614224,3023.8931269377963,6493.636579805089,6198.923956200001,6135.596513835738,5720.226567335002
5936.266705023113,3009.594765445456,6515.409661991283,6187.068570666357,6127.014046964776,5715.653911516125
5921.243497818956,3025.9274622633616,6500.75253555256,6180.026839919439,6116.019739260503,5753.25766312369
5925.258928272164,3016.9553134174016,6497.857358593374,6189.061615422525,6119.675524568273,5729.742093885981
5926.9564595064285,3023.876903586477,6460.489437204929,6179.184984547393,6090.880855998548,5713.849173259045
5942.860983063955,3026.3016928486422,6476.233887680133,6179.187168306266,6132.7991188718015,5729.930994608062
5931.969640280906,3023.1625311140374,6484.777619455487,6176.219950526752,6085.86407798936,5699.746584624749
5937.458336436249,3027.612896410061,6472.73692322165,6184.223652662339,6133.5900354556725,5735.584474325823
5940.080363068777,3025.8152737457235,6480.933452211796,6167.004377488675,6099.318303454965,5733.711595803308
5941.175217643296,3028.1421026462494,6466.3573557565605,6172.620099704031,6139.75954607277,5729.56834423746
5967.01879710399,3029.5956011094136,6497.859472265339,6192.885751004105,6152.22423426716,5740.537750899765
5956.398577454811,3031.251942784033,6518.8606937472705,6205.241207447627,6125.868805410646,5748.76937175712
5959.601440355993,3035.642143506528,6517.995177991197,6195.538314428325,6138.027548823588,5736.399333189988
5954.73673809915,3030.9624405638124,6522.323092380798,6192.030630047119,6118.365096600869,5736.010123959448
5927.823767760084,3018.2962576592563,6493.746490309241,6201.308859547736,6125.816159544926,5714.810563418911
5938.919458024559,3022.7946195952254,6482.646348928255,6161.204424511275,6111.0199479083085,5727.252830196077
5933.540862687978,3024.3868153617495,6478.006612599794,6187.1946974593875,6114.2347302674125,5719.287685659181
5945.090665310979,3029.728801116381,6497.122068134327,6180.881457383609,6121.922432180024,5735.868540903676
5955.533191105462,3029.627174937834,6516.243263280355,6203.687878588528,6105.235559279545,5746.828223871619
5945.313929076191,3028.4214290368564,6517.5195920573215,6194.455718563697,6109.351974477995,5746.207143633169
5949.831979636311,3021.355973412455,6519.8470841724475,6182.92110885433,6109.125687611999,5740.569862320688
5939.455858261684,3026.1094578113953,6488.171366170273,6203.730517276216,6092.607098455377,5726.6191678836485
5935.76171605297,3029.6385770921643,6491.156074378284,6162.462674367996,6113.525229260805,5720.250367686414
5929.91315975171,3024.5231937792973,6498.337881271079,6207.756152049891,6090.912052845663,5722.516133006604
5927.01388020576,3028.0474096075422,6519.818255980293,6204.596982349652,6119.6099184684745,5734.1557145560555
5919.386923039441,3024.86850026157,6527.612298814337,6197.482122274326,6099.1747451171395,5742.394898293135
5898.866640525954,3023.6721436703997,6477.7126756223415,6193.120475251039,6093.577915905886,5749.544092110385
5929.436082319519,3023.8524303807153,6458.81404602878,6145.197863394859,6121.475389987458,5715.871830510883
5913.127777261297,3017.304803551572,6461.775098707483,6200.97828164877,6110.54693083034,5718.089983164793
5913.6106669441715,3025.3323694860164,6465.034629801714,6189.087163741185,6132.470062554166,5737.827398755713
5930.096767303822,3021.9195377044257,6505.511017786372,6206.776864721978,6152.102048626964,5736.5618409909985
5933.553311685025,3032.701552805893,6500.006673746302,6197.180025981516,6122.956499585756,5733.3050719589755
5945.5282788794075,3027.0810032090794,6506.098170877534,6180.506157836146,6108.056445726769,5737.771467370459
5926.084098218623,3034.163344708285,6516.24840476336,6173.227508558872,6128.196623034166,5746.172877625065
5934.182435359295,3024.0733637795392,6519.017682864413,6160.115827390706,6123.112656401522,5757.667105781259
5933.107265534885,3033.604191455426,6533.791228577224,6214.024615900013,6125.774888625961,5765.9444245704835
5911.825258946447,3018.929103441144,6519.115733623413,6198.978201250837,6123.275088595888,5732.3304952020835
5908.714928351979,3026.6120289685255,6506.705756141142,6143.547971216354,6098.819838800364,5751.296007252654
5904.115252081421,3014.101401381524,6499.215098810527,6202.756297172104,6116.958646496295,5705.054323635272
5928.1228711004605,3019.3508013985675,6505.783189926371,6158.892879786879,6123.2972145776,5730.690145946181
5935.647142658248,3036.835842965217,6529.061708015061,6177.997002317135,6122.87604283094,5766.983850164084
5912.225245077568,3014.364612165983,6511.160351154733,6187.013264401023,6101.886500608005,5725.12719623383
5925.819157866719,3029.217678925161,6482.29430847805,6183.207298543962,6115.365305006682,5748.83434104024
5906.043615647688,3015.54229900853,6513.166017588105,6197.9552043695285,6115.491736242544,5746.007422018576
5936.814338188481,3031.4460634571756,6519.510831602544,6201.730552281491,6126.016835786128,5750.278790473616
5938.6040662890555,3031.95901725914,6522.454249195225,6215.215722942062,6126.198079992698,5747.58791963582
5909.053979356545,3013.3845184794022,6512.305758386202,6173.504594255706,6097.043176560654,5714.280887944048
5911.870094738658,3023.3029060399053,6476.751238056395,6145.585277976497,6135.1783138145165,5735.880296734277
5925.460877944512,3013.240291522261,6519.418357446708,6189.833734209637,6106.0441898733425,5724.986488997091
5928.639616157742,3024.087664436838,6526.008649059324,6223.969968523889,6112.19376095628,5747.111386981058
5926.800266888202,3023.109494223666,6519.431933093329,6205.52786922788,6125.363019737221,5750.31099110321
5929.657442579675,3028.857519211634,6508.913662886143,6213.046142261748,6126.765957423401,5718.85105166089
5945.699823230593,3037.5344858305375,6526.339812728436,6200.520723875482,6134.0756903386045,5743.127143340556
5941.373720250666,3028.0063038759035,6531.917947794981,6194.814466158157,6105.5898568493085,5734.014943573525
5932.914569148712,3030.5029925840763,6508.200553685439,6182.0117043180335,6095.621674249941,5751.561659138729
5925.374354030897,3015.484695551577,6498.25326989923,6161.869233154973,6098.124039903788,5740.572729802033
5900.609222203718,3008.8472737156553,6493.922054156333,6201.764479551572,6103.8870683627365,5719.832752516139
5921.412057852781,3028.987626991655,6510.291606208796,6196.796476551245,6152.3084988482615,5740.78737319513
