manual.nii.gz,goal.nii.gz,imaginal.nii.gz,visual.nii.gz,procedual.nii.gz,retrieval.nii.gz
5594.632700350205,2925.0054570951093,6063.017025318258,5722.383794543159,5777.249342859592,5790.648816192981
5586.40268926289,2918.5550406289635,6071.569289148136,5756.7529980857835,5773.967941083067,5795.270155340869
5573.373496658572,2912.551140685286,6074.05257575066,5740.304795769787,5797.185127675966,5793.7446640100325
5578.832397410396,2917.830610038788,6053.053609220533,5723.810533815305,5786.403577282612,5782.729025059016
5560.346249235405,2912.838563897083,6067.3236802396195,5734.031259491376,5738.247084163618,5773.184142650185
5559.974850839747,2905.9865549883625,6035.3886673411325,5749.00013957788,5744.434108178589,5767.279300931568
5566.6856646142805,2916.577650533298,6063.4220267743385,5737.731285152469,5775.896351277008,5789.459726583603
5611.920054677672,2914.334160324919,6066.263720111467,5766.567381472294,5771.494640640487,5795.494582356245
5591.603353430978,2925.915997691902,6053.766663922352,5758.556988341297,5789.685299603368,5784.493988483331
5589.506632736045,2911.436417568522,6063.210729348534,5751.100201548644,5761.103273818491,5773.429455844857
5603.321550943284,2903.6981320280006,6035.493174490506,5754.791291818186,5758.888729213051,5792.410721397044
5590.061081746189,2933.7817974522777,6052.987398601686,5763.004847044747,5763.996592031366,5798.273890250313
5584.996450267723,2921.5538730531193,6048.947297203478,5756.033428645486,5788.015337485754,5778.68450902997
5579.1037354448645,2932.9117429789067,6063.619205509497,5733.737636035631,5789.207840474088,5789.696501179748
5579.09878217943,2927.3491971249205,6059.239084611763,5765.940293202654,5767.010902700711,5770.8316067543965
5581.83809271443,2927.8550284159983,6061.210120807582,5756.001139575747,5784.687947672646,5789.95875159882
5594.841207940786,2925.853432719004,6069.760237530536,5743.780852103264,5788.792731360538,5792.45350578872
5606.183033497767,2923.0656224667837,6061.519460090277,5759.245631440764,5772.984536469506,5788.840826385998
5610.4474978941735,2923.303697811518,6077.242839453073,5759.808081251968,5775.697987075875,5804.649482218668
5583.831253840432,2923.1205806901266,6092.487017992351,5783.637608615332,5778.472062551496,5806.935395148653
5608.718119648394,2924.4631293502584,6061.220326583222,5765.475316553789,5784.807915548969,5813.914993635949
5595.580602208258,2925.9521297032466,6088.0869860024795,5757.10692365882,5782.694711075833,5815.450289687608
5600.018787422371,2918.1074378218614,6065.146767176935,5750.037623358804,5808.43277460027,5797.234041952931
5607.835588986224,2936.138280062209,6083.212095042339,5744.343828976926,5795.525116914719,5796.727719935936
5592.190660855599,2929.8907099064313,6068.4621188784,5753.35078238437,5806.172981590962,5790.545849393016
5619.755298190091,2931.5131477494865,6059.709564904081,5750.609484402952,5804.701529511974,5788.23151595052
5603.681930016465,2927.536659306921,6083.189824791263,5758.081914520693,5758.437060920952,5796.252935583029
5579.349493947612,2927.2829481035515,6042.230624694572,5731.23067131752,5789.376315955319,5791.103349568377
5574.358421446047,2927.6830906718023,6039.711842751996,5712.955688151256,5791.576737630585,5777.202292033643
5581.158174776475,2924.946866676819,6054.693292123434,5734.067194506855,5795.01059389435,5782.505378954815
5603.600335298701,2926.514286287571,6058.805015294,5736.976432940394,5795.181903282283,5776.520876040781
5597.61533018002,2924.1853717248528,6058.968460558618,5737.998187129438,5779.484711212057,5785.426397345807
5595.746754222346,2920.440551841527,6062.358308564024,5742.941902833915,5772.727960122786,5790.344423414495
5601.818840760242,2919.300230118313,6046.4525250834095,5747.655491809248,5785.403037967991,5793.3904877178265
5578.65631854043,2917.565349300038,6069.414843830183,5744.3637687201235,5775.183370471752,5792.214695773752
5561.060104867454,2921.096749274552,6054.045806709598,5737.961847234669,5786.169890337002,5778.394327936351
5572.036782969133,2905.949031567462,6035.459513081434,5723.730757450836,5798.875987490179,5797.281343146544
5589.38746127641,2913.5255686814335,6061.087396833458,5752.253582387338,5782.618324408615,5790.037406593449
5587.96052818742,2926.7396895440156,6064.895616814177,5758.743591705594,5792.688575866033,5802.002594370539
5595.435157064438,2935.4214250752702,6064.33085379555,5758.301614152907,5800.443550014371,5808.289093871147
5603.2032234217195,2927.5728026837355,6074.3632642949715,5778.73740532249,5788.499471194343,5810.109558015199
5596.838567532895,2927.6270748184024,6049.024758439512,5751.7980170257015,5816.907852742571,5800.964101871286
5603.872804805899,2934.0478548249744,6041.13633946822,5730.453741346068,5804.7244211986945,5774.001262259284
5597.661584168426,2927.8368482009305,6059.533727033311,5752.215500608871,5792.213120351277,5786.044141045528
5585.973679686972,2923.853300144878,6044.881779510862,5716.6324676970335,5786.261513782069,5785.038602222693
5611.548188607908,2926.257055993094,6065.385680933282,5752.4594327102695,5820.4394467110415,5804.363267034617
5617.854816373885,2927.030727011935,6061.753267384003,5742.129346069454,5816.260894945353,5785.010910715865
5635.126020030232,2921.8503435411753,6071.331082067924,5753.044799485116,5804.693091952203,5785.584124811481
5636.615141494772,2928.1686705099846,6076.818603376311,5764.307622407861,5792.651521208664,5805.602437321806
5608.995274202435,2924.957372811348,6036.184092159898,5739.529778516469,5772.8961728507165,5806.9150724997035
5590.347390007607,2920.811485400371,6045.505089013019,5738.896959330852,5776.920026405571,5787.0456440117105
5587.027078877363,2912.094876418239,6026.358672123621,5764.194821282486,5760.3748490853695,5792.068826889796
5580.621437904458,2921.166302724414,6044.709124005632,5739.920352740718,5791.736755174711,5782.282119808051
5597.380283072501,2931.9836850018537,6067.284675873292,5776.345578342849,5804.455126577287,5799.195797950406
5603.415560855763,2933.196218757902,6069.000713009382,5757.899262044237,5792.5209415797135,5807.416383542295
5619.231749722494,2928.257076769043,6065.910295573316,5769.156710105977,5791.146957409634,5807.1663848222515
5590.297802987066,2921.7363607510574,6060.643024786172,5765.260594404154,5762.637837721566,5796.596619255685
5613.626399500673,2921.800415497215,6055.718482511238,5774.383261963976,5781.211364787488,5792.27600610626
5624.041347561198,2928.695214611936,6072.692790622605,5769.4528405529045,5790.1099858583175,5800.558033314608
5624.580853080593,2929.295348371914,6063.184343417656,5762.658401649962,5787.1076103822925,5801.371522597344
5616.028462286324,2923.3069940888086,6071.238795969487,5763.596132994829,5782.189113279066,5793.754987953728
5591.383251103439,2933.990156503579,6068.500366932633,5742.866729305771,5795.843713256762,5795.934211265449
5576.163733947801,2929.482761983056,6069.869849305585,5739.66582081427,5798.520175698974,5793.334103589511
5591.039485499786,2939.974301743219,6073.364520045183,5763.764758920176,5801.1721621866745,5790.4479857645
5596.317527480192,2949.839941148333,6074.087283892235,5747.0271546009435,5787.758009945468,5813.220446014957
5606.762571520692,2953.6461510769827,6082.329981291995,5762.974046702709,5794.698070860287,5799.672791096434
5599.45543240717,2932.2747552207015,6066.483897813008,5757.051170633724,5793.557982246402,5806.508891695629
5611.362977129362,2925.0114263381406,6075.480917607691,5773.519944134811,5778.997045850627,5803.273901999332
5593.404683498428,2929.9170496918236,6088.836429160963,5789.72974375656,5766.24773055692,5793.593076646893
5573.570315746347,2928.7531927494033,6071.1599381855485,5749.5234407010585,5793.915649360593,5795.500776228629
5585.593714376665,2935.9612331041603,6074.922463694403,5747.228372717589,5780.67686188063,5811.236220213286
5584.118515885715,2927.1673776690222,6073.856575228816,5744.272787205004,5792.0348309142355,5788.699543522689
5599.67984741513,2926.9454827163004,6065.116393462753,5763.186271210116,5772.152281012574,5792.531732689022
5607.457263728808,2923.97180294509,6078.706210528768,5770.449215211985,5773.8587038569585,5779.552648980487
5589.01520072879,2922.027101949055,6049.161027195576,5732.68732622172,5779.559941042868,5794.642996959177
5593.738352959241,2922.4355787494083,6070.880730524542,5737.741288363172,5789.3678818363915,5789.075085155391
5590.512162147532,2930.631803204472,6065.006581507996,5755.431412171573,5785.921121133942,5796.990345710842
5592.301434396193,2928.208533669632,6061.385601504621,5728.816953009785,5798.389065791034,5785.657990902762
5601.455196553681,2934.6204889172404,6063.445206328402,5757.43603869647,5795.381932324761,5803.124078080117
5591.135283208831,2917.0036936837937,6054.708064494741,5753.786808652742,5806.610339099648,5798.408693237803
5614.817450647634,2928.667126382403,6069.763182721987,5773.487746124477,5817.729055204369,5797.1289505095865
5595.4350227716905,2940.134046515594,6085.074750268319,5760.180656653397,5828.555633742031,5814.498464958222
5597.024135187054,2938.4522307079314,6083.842635750465,5758.343731222189,5818.736917238092,5814.47332234013
5598.154927717573,2932.866918871322,6078.069950011933,5793.243732763243,5812.322022431677,5798.78937060322
5598.147819364276,2937.209470826037,6070.403726122819,5753.651297859821,5798.124034454078,5808.703658650612
5583.2669043062,2930.9254542958306,6066.0112404155625,5760.61166486408,5796.436195792153,5793.452861085122
5582.423758737676,2930.3723350916866,6071.575074716055,5755.612616272337,5783.357303722083,5798.651507619935
5579.518439315231,2929.7417064698484,6054.720942057667,5734.651619657119,5794.888218896287,5791.7352043995415
5591.118195646233,2934.203972171112,6081.966968436567,5751.615659254526,5786.671604231506,5792.88192100053
5594.873987109357,2927.716193317361,6048.244481266993,5753.320357094682,5795.474312270446,5789.699411086111
5601.619018341253,2926.4641009790016,6033.005777104521,5743.843158258566,5804.760698580002,5786.559281285858
5601.774858912539,2924.6703268048836,6056.965601391178,5765.551432763257,5778.872076948169,5773.18495674965
5584.521949547343,2922.9366598167194,6038.909263975181,5749.497382845106,5746.365058737571,5789.871388181457
5575.448551276133,2929.406279021823,6038.913789131999,5729.996166050263,5772.276335824474,5785.921370112514
5576.320389068118,2924.1586069722216,6061.253251071004,5744.310182742341,5783.786488012582,5777.181330310745
5589.224309924072,2933.7698512456404,6049.027448770987,5741.1894759129445,5803.344779518509,5778.551294466475
5589.993740169619,2939.2901224471,6073.217923035461,5757.2745864139915,5789.744565504037,5804.712975772729
