manual.nii.gz,goal.nii.gz,imaginal.nii.gz,visual.nii.gz,procedual.nii.gz,retrieval.nii.gz
0.8206791445907351,0.8780413145815489,0.8268686480418975,0.6969235816698683,0.7240352212036427,0.8024174585444932
0.9320168358951771,0.9508837141813754,0.9078910898968219,0.9475827152729547,0.7916691337788379,0.7591304605839836
0.8502030269740702,0.9228164728705317,0.8168563048900774,0.7525941434779941,0.8916588604253265,0.8711068471608758
0.9139155484475849,0.9313309357545823,0.9113753341829576,0.8446051798172367,0.7772085665842149,0.866803594541567
0.9078091839233694,0.9065534241616579,0.8564739951697342,0.7165805222967148,0.7338566615759436,0.8529128337468697
0.9169473540790566,0.9555395055656025,0.9158013548493597,0.7760214200667281,0.8107690892844085,0.8592709554036958
0.9134308448232729,0.8911560457016398,0.8628269774391946,0.7826867829529452,0.7262448842760331,0.7411964265777327
0.8902758414542079,0.9048196207396147,0.9270909076678864,0.8781157772308263,0.7401715354086421,0.842852909785582
0.75275558524843,0.9234491653611913,0.8726891112111397,0.7702518680173569,0.7704418217415211,0.7292872442685204
0.8784890739195552,0.9341959104510785,0.9567095366772116,0.8803041589197362,0.8898953844555374,0.869523980560385
0.9305723682811602,0.9555202518907366,0.9396045833109623,0.9377874549047623,0.8161267707289838,0.8332224747642669
0.8512210073033158,0.9297179210092068,0.8465961502437724,0.5686015074179344,0.7605560451066209,0.7688691732365087
0.9123296723736602,0.9193413678477429,0.7308089457492429,0.46164883502234294,0.7084432216601672,0.6643337566595158
0.9031142694079375,0.981640059124012,0.8575977758298617,0.8377375158175816,0.6310654632236953,0.8221718404146703
0.9127006622402052,0.8616383320835468,0.9410070040269287,0.7967913553708909,0.8396811632456778,0.8918817219993906
0.8571655612509013,0.8305428746384598,0.9129422950933483,0.8773788610827189,0.6980640739403257,0.83844014604833
0.8687441701450391,0.9279903447444546,0.9015430709445945,0.8513391687815071,0.7942177286327804,0.8574552877405525
0.8736093398609606,0.8505285163223565,0.8586386205531517,0.8961824137439872,0.6582542252713155,0.7710168198349753
0.9028197127098139,0.9383665884168094,0.9023172380249818,0.8371990264435496,0.8363565644934092,0.7790994798370515
0.8305812025797145,0.9121496485864045,0.9231193592784638,0.8348838600368202,0.7576845408962526,0.8308119443638007
0.8869013586323992,0.8941893315934585,0.9244250614491227,0.8746811669334486,0.769781729663912,0.8518948818100771
0.8498801760032191,0.8293429930936917,0.6739522186064723,0.593911195781413,0.6574115189424835,0.8174274037752112
0.9036949228691052,0.9536997977557415,0.8176923355918192,0.8976888477364147,0.8510124328291444,0.8389562245695182
0.8037502603070528,0.9291337403393433,0.9227786646703487,0.8147720914103733,0.8182781405260475,0.8587999359747138
0.9045568272895418,0.8852230561363942,0.8663792278493594,0.8016754588032309,0.7627660831190421,0.7617291983829495
0.8051592178277329,0.9131943168531879,0.8435799486788454,0.834970506217323,0.7693083039205616,0.8489456016755039
0.8809870260509078,0.938782688417606,0.9283892459992532,0.8183157953207219,0.8431814678771747,0.9149219931716219
0.7372571380573082,0.8900485925715924,0.8136197473533471,0.695921346853162,0.7188734097044386,0.7635826428266338
