left_imaginal,right_imaginal,left_retrieval,left_manual,right_visual,left_visual,right_retrieval,right_manual
8950.461347284743,-8890.140409087517,-8199.18000575262,-8036.078912884135,8420.908987061228,8429.443551381295,-8047.33921391668,-8287.087391240824
8933.168104760682,-8881.309733993294,-8200.019131748406,-8027.547758053391,8405.958143120872,8420.076932970547,-8058.052491077678,-8284.905913316752
8888.125758725355,-8836.717629959674,-8191.352485196122,-8035.480732928685,8425.563023036226,8408.67978656926,-8059.540740853263,-8284.351609327268
8926.70714191848,-8871.211644321771,-8203.81489024551,-8050.830271944367,8429.102435907924,8410.507912657695,-8042.818564567582,-8288.30958627503
8953.738738186263,-8900.72896788988,-8218.342316505765,-8073.873834513402,8451.626036230993,8444.618386325317,-8056.6820338787475,-8294.950760582426
8948.68491113925,-8895.119320514119,-8226.109225040931,-8074.453567387293,8461.515359552752,8452.563366550849,-8043.375433946375,-8289.832285390832
8953.721713100767,-8885.011060675903,-8210.765743800546,-8056.416991303023,8441.252471590426,8447.280455838205,-8045.670831871295,-8270.427292693039
8937.42216917039,-8871.839079898185,-8202.529328340104,-8054.751347066319,8423.496986857705,8413.563017010378,-8043.1836315291985,-8261.606168287954
8919.815260005253,-8861.629438959098,-8193.846694552332,-8041.7053461108,8420.003612685905,8400.70427326299,-8017.78474505709,-8272.416200684096
8924.880859606441,-8869.132375582454,-8182.383073598469,-8053.022042336306,8408.229123778134,8382.669903966822,-8027.170954605225,-8276.295442256785
8902.388768042254,-8863.264971344901,-8173.420854338215,-8003.572118218122,8394.886292860338,8395.103683588128,-7999.816196991936,-8242.254044121244
8888.721152486336,-8835.827176560584,-8183.517852351315,-8013.065297810363,8395.89213887508,8384.100633050624,-8001.210275178516,-8240.493565809185
8897.18606181386,-8830.328041364448,-8199.533103420146,-8020.016305904642,8364.958150867764,8377.501112162967,-8022.624019296045,-8239.45647840856
8902.774559719779,-8827.142724002255,-8216.654203309743,-8029.226316135212,8357.460949731758,8403.289824950703,-8024.995770031587,-8251.390993123903
8919.197574606133,-8851.636619605199,-8225.634386338297,-8011.615148923167,8403.743576231705,8402.172475182599,-8042.880419254914,-8257.108018202287
8941.447898125567,-8869.859973397954,-8215.710153486561,-8011.092859289824,8420.210417905946,8401.68657351876,-8035.003404406513,-8266.767187443016
8927.533707803354,-8866.310402604047,-8223.327662064325,-8046.973297310096,8414.346517733104,8423.753403476083,-8046.955726529803,-8261.494047834905
8914.470080490353,-8861.648084060776,-8200.02338099412,-8042.999993470153,8423.399414876209,8404.249086795926,-8059.758375810591,-8261.498154601604
8927.595956719386,-8884.726169994257,-8215.562651442506,-8045.4154223119085,8437.66052231406,8421.540947051695,-8035.906203390617,-8266.907955316936
8928.558150165092,-8889.301052963347,-8210.248433480041,-8038.802613515931,8429.356554902917,8400.312795887981,-8032.813146526698,-8270.09527642071
