left_imaginal,right_imaginal,left_retrieval,left_manual,right_visual,left_visual,right_retrieval,right_manual
7184.843218128562,-7374.846268062063,6815.978198167971,7246.817893293624,7153.417585354081,7012.2573053991,6846.6428011897215,7422.392012586809
7167.803896470247,-7371.808762536678,6808.545377936451,7225.596988109905,7195.055461022412,7036.246164981948,6836.72716196025,7407.707745901792
7149.599068465133,-7387.12180286029,6794.056005308979,7202.322833885043,7225.2345217361535,7054.370762526952,6849.021063951559,7391.732319495382
7168.634632212007,-7397.410876962542,6822.87629623319,7193.795965423064,7245.635087676037,7069.029750592669,6846.523132339276,7388.881255929214
7150.015654581437,-7387.2972437720255,6815.136740558866,7202.220260081551,7236.4434931332025,7022.295087827346,6850.80149533176,7362.560359786268
7145.784360081568,-7393.611763586141,6793.474491928985,7208.647537695868,7198.719696763931,7026.549472941368,6817.486784584504,7375.505968210967
7133.581217485865,-7377.3641562687435,6764.414816926527,7188.838530568629,7152.510938364072,6997.767253605709,6801.31126726358,7362.176586928723
7155.500895850576,-7377.38916773923,6797.316082254024,7189.509154234849,7150.890765149663,7019.6667849148025,6817.812711459816,7354.231062613582
7164.532511093772,-7369.860798249478,6808.4177486867375,7171.520468241955,7172.083459058249,7001.527432739148,6815.784894073952,7366.646423241906
7140.153210642603,-7362.0155384061345,6786.990220876734,7167.347592062688,7164.072403367751,6999.116105386301,6813.202043224584,7387.803305980502
7109.993492625735,-7342.938413537064,6782.001587777389,7157.194994945324,7153.449418993585,6993.40379542685,6781.964015376344,7354.74921718086
7139.149166836705,-7373.1496473313455,6784.496260448209,7177.861526407255,7151.271195872741,7001.796178746908,6809.949802441808,7367.989924783368
7134.453119625652,-7356.743294860005,6748.493488382026,7162.007728418774,7163.601806633918,6997.020538502493,6805.800561972856,7353.522655446219
7125.631747496658,-7347.326883864705,6753.641612894663,7158.838563715376,7175.900961069971,7006.854443185011,6797.637289130841,7354.764132561669
7120.454015685118,-7349.49592408322,6751.717431834093,7154.758541516339,7156.668007051576,6983.80265020108,6769.928567541088,7363.4352962652265
7136.025380154671,-7359.660665606559,6758.8245640490695,7168.382426889702,7151.525547081179,6975.738370461472,6803.868940290656,7367.381888664816
7130.530914029013,-7372.282189451638,6776.378357532179,7146.258889357547,7129.645898452745,6981.902793807202,6803.75127896448,7348.368219609393
