left_imaginal,right_imaginal,left_retrieval,left_manual,right_visual,left_visual,right_retrieval,right_manual
7619.483974686261,-7860.017291099211,7326.858239912487,-7795.750820325713,8003.2641430591575,7503.320173591984,-7981.519172668438,8289.203564941123
7629.588447635987,-7863.76070517586,7302.815805931103,-7786.704795012528,8023.466493040219,7532.262005015247,-7982.419744246669,8285.743978751316
7613.310545003429,-7843.506345995939,7284.01440858355,-7762.526119491491,8015.001157103832,7490.569994404152,-7972.760784169385,8207.424129208515
7586.190837787477,-7836.780479051756,7285.998252646467,-7787.111503439907,8022.081692842454,7523.052738504399,-7968.298711945512,8164.192531843933
7587.08256967252,-7838.279012564605,7251.186012447094,-7803.757476006467,8034.607418906853,7515.085938396444,-7936.687550265404,8167.298818065116
7589.129874479903,-7829.668427179755,7254.349972125531,-7825.646015714964,8031.479845870556,7500.685222181901,-7958.44040183107,8150.863696089194
7602.176385266314,-7842.646433136278,7254.545717689695,-7814.160721473761,8023.437795045583,7504.596928631894,-7986.9459427522015,8135.787957836056
7582.461274037507,-7841.135136784172,7255.745938275999,-7836.128211832553,8018.680536204708,7498.673847776317,-7999.3235693386105,8173.269713012027
7594.91659924194,-7837.654866090288,7267.948350077102,-7836.654423634086,8006.247978732282,7488.2581865491675,-7966.210061922034,8173.941361753104
7601.1499876976495,-7846.895206140096,7237.397606220874,-7839.675761988984,8033.437837954735,7500.323418782036,-7947.186386476635,8161.568763401527
7603.160993575218,-7841.945422827706,7256.387902355625,-7840.270786032796,7989.911039455534,7503.991339354527,-7931.362143734601,8213.87275442955
7597.1725594735235,-7849.300922062957,7237.1029346376845,-7840.886752528709,8021.098367690848,7506.022058078153,-7910.979072540201,8195.446641089773
7604.678561396038,-7844.895589568892,7253.1024556662815,-7813.038098181368,8033.277353185225,7501.0017033268105,-7920.080094787039,8173.4604813334145
7587.342286784704,-7842.6922257937595,7264.839148503968,-7796.106993762365,8024.0830848207015,7533.880820206724,-7962.261908666993,8159.245790701882
7583.824179756683,-7841.773524768267,7251.181204686523,-7765.936147373161,8053.989686714035,7530.714934631268,-7944.470702086514,8158.2543608734395
7604.734330033617,-7840.192688973891,7258.767927394672,-7766.990581565017,8048.072822212411,7530.263950765623,-7919.590647920315,8154.293752355048
7601.654012207917,-7846.448529577479,7250.78724589761,-7799.830464485918,8028.582399174061,7509.089016437432,-7900.0686983405385,8175.175245402435
7588.04208757728,-7843.47274794525,7266.407645387184,-7800.249330473711,8034.221358764891,7527.568328245061,-7961.317985801548,8162.949923197569
7580.70520428234,-7824.392429427463,7258.288686867831,-7791.280225619686,8046.959463201805,7512.339138552645,-7923.871396170972,8169.480894067274
7581.581635408304,-7822.732351592377,7234.370632637429,-7782.355239130343,8034.199483234618,7492.75498205298,-7914.652330724337,8136.490076202607
7567.0624849598225,-7812.095151597975,7215.4107775042485,-7734.772972663474,8006.1894633954325,7492.311610183867,-7915.151213175626,8126.492582629114
7570.702384925484,-7825.21390257071,7228.972334919228,-7720.237653724604,8010.732852338021,7504.769772502972,-7914.477771962843,8156.5833736934965
7578.959819239508,-7824.9887684184,7249.976172854365,-7776.898117093721,8041.227703734733,7522.635395857187,-7939.319561714259,8179.09495277066
7595.848465686113,-7837.3843343626895,7253.754844721398,-7774.522153858295,8052.971947514125,7523.977389570151,-7924.065959062445,8211.838147878492
7597.313131243748,-7850.405978950985,7240.621645169952,-7785.088583579467,8046.589448506891,7532.846359524081,-7915.003634467736,8180.865222625756
7594.625952913581,-7839.769593477093,7233.227925548946,-7765.341164203152,8028.92964964625,7516.559572130369,-7901.81301108465,8177.382898549146
7579.95019567897,-7835.263782818996,7223.947235973671,-7749.806686496682,7999.5072196160145,7516.254056312153,-7885.679212904299,8168.3732793111785
7581.33825153125,-7827.226567847434,7235.017475960834,-7794.105403327526,8043.7929899691335,7528.964132121286,-7913.197119539665,8160.689356534877
7603.309921692844,-7846.222282478109,7243.053220774613,-7798.994776870941,8029.508869871962,7510.83252295356,-7912.663997946112,8178.785799933058
7605.5275454766115,-7852.153431034798,7253.356315019681,-7817.354363178313,8049.577679203781,7497.770044061106,-7931.2875406951125,8179.837773938203
7604.461007137803,-7853.127228315467,7251.115632203388,-7805.012459703302,8056.388633554614,7513.577165109829,-7965.099702736256,8184.583009955548
7598.201748069432,-7843.182784266768,7266.561744753689,-7791.678560471308,8028.830729499044,7521.9279754553345,-7952.193031929255,8204.631279641395
7599.061391877048,-7831.562945962011,7264.815341182927,-7773.314248421381,8027.771582492542,7526.124171861681,-7890.104070819861,8187.966847985982
7583.583897926434,-7825.517586332919,7252.347189776579,-7769.807445352893,8034.768531477456,7523.7804078483605,-7870.826304325713,8170.526713072984
7570.1366290410615,-7803.894454659657,7220.046426856101,-7762.047024083366,8001.389611701681,7491.479836722046,-7858.305354630592,8178.979660242256
7557.467715349436,-7797.8209076752155,7243.31996579951,-7775.5977572093425,7985.027153975199,7504.759605089945,-7869.385986473867,8206.461665497276
7562.61371809164,-7813.705986248794,7227.771435680895,-7770.2426735262925,8017.031689840776,7527.859609318248,-7867.613284624925,8229.228610896393
7572.906991877856,-7836.648475028889,7246.677942369265,-7800.634881493643,8033.611361961995,7539.975066422393,-7903.077215261145,8233.03543318404
7600.974057505227,-7841.8728663516595,7245.19355891107,-7835.6321453092305,8069.896546966217,7542.539148478974,-7938.8138809160155,8251.809862151023
7630.712439958545,-7857.289750492069,7259.335642981277,-7845.818812691656,8062.70050208229,7526.709150191317,-7954.905415891574,8236.765398627915
7613.434757935772,-7848.822274587191,7267.472374229689,-7815.03280666627,8031.186550708366,7535.383366673206,-7946.947702246022,8178.993774596717
7590.66078103366,-7840.740120852632,7238.058438782896,-7760.924227957557,8009.593687623163,7506.114512041781,-7925.123190586163,8169.9738321735385
7604.118366114738,-7837.669466581727,7232.023352942308,-7735.196515827213,8022.0575161687575,7499.30419667909,-7897.498848237457,8156.932483112548
7593.229813982071,-7820.343922934141,7242.866262456428,-7737.171348775871,8016.379327547849,7499.183959631858,-7923.839326737537,8155.544357000302
7598.039579934349,-7842.327627905003,7272.411916508278,-7772.216285570476,8001.2233415820165,7507.60302237616,-7958.005965265687,8211.359242555047
7578.616071195473,-7838.341612626984,7278.504726689505,-7798.174015920705,8018.9091713598755,7528.615049643753,-7944.956760607164,8249.112691715665
7610.196200294827,-7845.7541544753285,7276.979592556828,-7847.197213493284,8033.996261211428,7556.15880092693,-7966.867597405444,8260.368304596645
