left_imaginal.nii.gz,right_imaginal.nii.gz,left_retrieval.nii.gz,left_manual.nii.gz,right_visual.nii.gz,left_visual.nii.gz,right_retrieval.nii.gz,right_manual.nii.gz
5607.002141408402,5656.632712032964,5467.7719433070815,5319.9031681461265,5814.102328811498,5642.985261453882,5869.112176542378,5687.905395833636
5607.333558822143,5655.24105393281,5423.298088400566,5308.180066276434,5811.207976997864,5639.221826430861,5857.596074722904,5683.733614461392
5592.710087193624,5648.034514842025,5432.116299221881,5301.256720564158,5802.8562092834,5641.693099120751,5843.8364962504465,5675.269214156181
5601.581196483285,5666.100034406352,5468.031481541107,5348.188393375253,5836.194937229995,5678.128081627275,5857.40811596919,5677.111496467668
5645.153290017545,5679.4597447221795,5487.721309181076,5385.8656223194575,5878.867249837614,5710.592472478125,5856.013267047027,5685.052144376196
5649.088267002948,5669.91555803395,5506.482828247552,5413.732966684977,5872.231423658523,5697.313889874188,5871.499741793047,5677.289510367157
5653.818962567093,5673.454038599441,5501.995606786871,5394.463655484146,5865.988975669351,5701.574695340588,5872.195909241755,5670.928253999999
5651.21393764231,5672.441345118337,5484.337441194125,5344.895884418372,5848.3143544976,5690.6546583739855,5869.745869191223,5659.067008609777
5629.281897081233,5662.852427664429,5454.237949265771,5333.893428093054,5841.768834743107,5665.323874168171,5854.123224027734,5655.82967429921
5612.71210047029,5664.133418822621,5452.23529644657,5343.17928943542,5865.07255595331,5674.599306052742,5851.486403394866,5659.842767046797
5620.060131721396,5674.624417979557,5429.280728632047,5350.352713269535,5859.208570117335,5695.129341513468,5840.731310508604,5666.33874128552
5619.492325826084,5674.024771149829,5440.761193639184,5354.591687534387,5867.33831683714,5685.203991432418,5830.640677945448,5675.371965393337
5622.915646552412,5657.456030174568,5430.787380746512,5341.783838999931,5833.193470887457,5685.133639130781,5826.989770935777,5678.136191589494
5613.793460705379,5639.807262721904,5440.440004352354,5338.888307553333,5803.972590644294,5643.121873972688,5836.403006856865,5667.652492028367
5606.983397955155,5655.382353918361,5408.401830839494,5336.3997855802645,5822.643912020797,5649.377087301471,5837.921276321313,5647.035555214201
5600.3205950940555,5647.154482166213,5421.85283078333,5368.870623268217,5820.216508985098,5669.231718072397,5824.159731980971,5661.846736891192
5606.941135625341,5654.984563977396,5427.383425913321,5399.873240409641,5829.255810637111,5664.208008727755,5823.34723593174,5685.309741372991
5623.373651746658,5665.897367992638,5418.882595666327,5385.945622390707,5841.983219091378,5650.675908267654,5828.452704142825,5688.77196248343
5636.929131492749,5676.694866167062,5413.778536391739,5385.729112445681,5830.160029564044,5667.262468566069,5824.985238187052,5694.568297494247
5647.642763916721,5662.148157096273,5451.18845328479,5356.271876418909,5851.131844242341,5683.845153722793,5821.078739465054,5681.224018439295
5649.536860634393,5671.541588200213,5446.768357077895,5323.594537378058,5854.949346060391,5687.421601697589,5845.396978098207,5692.674222469009
5627.603506448455,5675.8845027999805,5446.4747195798245,5313.946220723322,5843.4806789828,5664.725956687103,5842.458802157172,5696.096374806658
5603.120589610297,5669.307425527809,5400.506917940293,5290.579791140659,5821.008823459659,5653.390612646758,5838.844854440935,5705.686885382464
5594.113575559108,5661.187556757979,5396.500886827733,5306.8940151704055,5810.274648409263,5657.069271863362,5835.379391127587,5684.964588452329
5577.936973284255,5650.6836340947275,5407.980658281673,5281.791894073126,5826.219799071959,5611.29468937945,5847.448394119213,5657.897443733935
5587.386951890717,5647.273007369271,5412.762476230988,5288.343288126037,5824.291413422994,5637.15359515684,5837.414008156689,5648.945880576007
5601.496676255896,5673.748905699741,5437.38040341907,5333.240771179148,5833.735516206063,5651.592374726892,5861.070037200057,5654.417510836763
5608.218204496642,5660.621841568126,5417.439482419691,5360.123244488459,5844.690236628007,5698.004243972213,5846.056857399969,5641.073876644229
5607.370643563444,5678.202389070806,5428.239112852129,5348.04698419781,5842.723779586051,5651.807034304782,5842.007525458523,5669.612352353848
5581.507694596022,5649.251499723033,5416.409675883915,5335.636263860389,5830.815067461432,5644.356436463416,5818.162525684094,5666.657794791181
5618.312342807255,5675.119885242066,5425.443017286333,5347.383442706266,5826.964055607231,5634.140255942234,5832.752492552255,5666.013585205662
5616.163512318699,5653.495849618648,5449.453503571869,5336.082268402703,5837.328171150477,5663.601039513967,5831.367279004601,5658.314693500258
5636.749015066307,5665.21445340367,5455.632843642587,5335.909547958472,5843.632221325531,5658.297197412439,5848.519226868734,5652.237219005818
5612.616168366901,5645.787852416819,5453.324286473006,5332.491630751706,5838.533560309261,5662.321876097691,5835.535275032017,5650.7561075359245
5614.833613666766,5655.2457990412,5432.668906062451,5315.566250261442,5812.839145067048,5632.605042015289,5829.973931480298,5652.159779828822
5592.378034593955,5634.806400746168,5428.72560514669,5298.400355453153,5801.6893174885145,5626.438673661897,5833.727892424197,5668.105212458378
5596.009106735313,5662.967829693418,5409.177525960811,5283.150374447576,5814.006785124387,5621.417225993209,5823.246968910886,5672.989121814983
5587.899849944649,5670.056023066356,5406.653767199038,5293.301784011619,5813.441186915827,5620.487781879021,5810.848001715942,5688.710727455022
5618.509324726142,5684.097483577126,5433.529376107574,5343.090955635286,5846.560188168216,5650.612463038147,5841.207741445082,5653.555669332882
5620.222438403488,5673.7827938772025,5465.305981403999,5344.134077927208,5851.404054381614,5657.073015868303,5867.585533429188,5656.185058122616
5629.712282032823,5661.663202775124,5442.608208998719,5348.318640612638,5863.417039432717,5652.092606978347,5851.1151636336235,5646.536084599192
5605.119065731757,5637.727861593042,5442.971107629905,5334.328850822567,5826.798360959926,5636.010249358144,5842.543084495626,5649.239453446405
5608.899688460127,5627.440647459744,5409.912709109134,5324.5454426001415,5815.11501698619,5646.939082180921,5801.343752773001,5646.838088303689
5594.610453332091,5636.953047378774,5438.341512168687,5317.063283908116,5822.262115128338,5652.92152021439,5821.387346472979,5642.71456369573
5609.842940733515,5638.9081723899635,5432.880843346281,5329.649298723677,5856.547596976956,5644.940652261052,5816.0352388215715,5645.660477094848
5600.341881074252,5647.223245128517,5478.870752889283,5319.988615625787,5852.545192074804,5657.0498412556635,5859.118172997808,5645.404600979494
5619.065502183495,5649.165813086821,5458.586067785331,5351.484957583612,5869.65266683341,5667.028838919652,5865.0776462665,5651.860895501231
5601.486303342758,5660.088604690904,5466.80987945077,5347.846715303511,5849.556729285827,5651.442127288986,5874.750456451006,5658.546432667902
5611.471073406903,5636.187814985909,5393.913259704082,5352.83097539249,5801.981671595832,5619.756217068474,5833.695173892348,5657.69857370488
5588.453316947182,5627.563841467829,5427.357219977742,5356.1013641054515,5814.806348355232,5643.144091200664,5827.044471228236,5666.424544268938
5616.393614741849,5664.601360233276,5490.294819345919,5349.427364588815,5823.59882956165,5667.404271719997,5849.824441152061,5676.879788630594
5621.455459531888,5676.731656906914,5429.442249502292,5337.561750909064,5825.55380572939,5678.162217861188,5821.058850102409,5697.7946344548445
5612.29544969129,5651.276776813141,5477.35827771956,5343.368166530037,5835.446541506207,5662.208241689027,5862.270163725209,5679.910744366024
5621.525400353752,5657.245373326733,5461.9611911263955,5342.64934673292,5804.5739313852655,5674.33944138974,5863.89697190477,5681.964405352786
5611.467775514996,5656.640121105545,5468.580030689612,5325.03001891982,5836.637867615895,5661.942981119727,5871.218907217541,5682.102476113484
5622.157675231826,5648.78928960081,5463.063526554053,5343.016496148221,5834.34502252263,5673.657795591788,5838.961704156487,5680.094423246413
5628.20490425656,5672.327502283636,5467.346069775322,5352.880206228725,5848.448057912206,5674.150746529648,5856.226687671512,5693.393509483358
5626.074475420737,5688.775922202064,5447.7331409342805,5371.639289563093,5850.42375607565,5655.84722298963,5841.097474664436,5711.384609926494
5637.121945977032,5680.226465505112,5456.014543480325,5406.274261687801,5847.795821445398,5679.959876951479,5857.404056394193,5704.465327043214
5636.341466677312,5682.752011251089,5437.50207638756,5391.143745762644,5870.080686162913,5681.727517812105,5857.447192750004,5699.557055379222
5631.720267575984,5680.510823347293,5459.737755606968,5368.901957088923,5848.560167844722,5679.891012144458,5869.103314760196,5693.756832564425
5633.096782208094,5666.712790257886,5456.268935108245,5351.1264897548535,5844.505421250064,5693.518734409903,5846.779738287478,5692.424865342044
5628.046419299469,5667.291997650961,5462.542377773144,5368.391268883055,5847.1048402634615,5676.763243532197,5860.2338835497385,5684.1109899651665
5633.123108927221,5674.92215905295,5451.533327792093,5368.341067674761,5861.339884026908,5667.127886142169,5858.474074252706,5696.248719441461
5623.858716249506,5673.60118362881,5439.800131684607,5392.136570680681,5869.01057869572,5677.585079156998,5846.211592284793,5679.79788533929
5608.870084414644,5663.9270101027305,5452.871379885297,5387.196808992536,5845.419148525613,5675.150097277136,5850.832413103427,5691.858238515173
5642.124132782325,5685.23936610448,5430.855782759726,5382.912261937174,5855.606596085359,5667.094074954102,5849.974091021929,5690.986002511346
5601.705884745893,5658.810263543702,5428.397750977408,5361.747724000125,5823.222477864151,5670.584815412328,5846.831365877539,5683.939740631132
5617.697289656341,5659.314214476248,5422.850490406814,5344.95659552097,5814.44617042655,5659.547677652082,5829.816055817007,5673.22020024173
5599.618912665816,5666.089542334689,5422.497585503324,5346.933678805727,5837.730864288034,5642.773861098588,5834.354825812389,5693.577882271444
5600.696928911221,5666.421956831968,5414.6883385084175,5347.80104994216,5834.956044052986,5638.045611076819,5834.8763504433455,5702.58575787224
5615.395243502115,5678.457955903853,5435.377641850856,5328.533518756728,5832.921337350447,5649.473275831519,5836.233707439763,5712.367689648191
5636.955759121457,5670.031550699584,5447.575177367264,5357.312985484829,5855.5650945295065,5647.491028608245,5844.581883218251,5684.472033596161
5632.042768642203,5676.8381520251405,5446.119502935016,5341.890254570101,5846.92050215012,5670.7892069029585,5844.517285094624,5665.198113178512
5620.379283457455,5661.098714763308,5434.293255435577,5356.200891824053,5825.067708264314,5643.640685770387,5833.146384036858,5651.43419588502
5613.074942794277,5661.874394539498,5424.057298661746,5341.516763968898,5812.255068100973,5634.357048881914,5830.553070916839,5657.134459059493
5600.919819369731,5665.587069592283,5413.717585645721,5324.548529119054,5839.738270005364,5647.869495261626,5823.877039923842,5650.412956924405
5586.779996002465,5668.918428121723,5380.558213263422,5306.318700630138,5831.7599373414805,5650.805998387967,5806.47395484124,5658.166936006101
5567.972987943438,5658.223016142643,5390.6710790899115,5307.103535883373,5829.106708801753,5630.019326722779,5816.108314802689,5671.074977277959
5564.924682313242,5648.701877377721,5363.746792384679,5300.988904885528,5795.784623477036,5595.897931997761,5806.0647332003155,5655.799971138542
5578.3214826794865,5648.989421418856,5385.178651766267,5299.669557185717,5793.332366381393,5625.704896210194,5810.379148908587,5686.718013372449
5606.172338076762,5671.631437110971,5409.559392532518,5323.249199786746,5804.174289890309,5639.187035483647,5811.741168257929,5684.605891719236
5571.807871313866,5645.620514208983,5401.160843365475,5332.505573514533,5820.486830887422,5638.738696415495,5818.635775614037,5693.875757583478
5566.051933145822,5640.092762515483,5414.710452982461,5324.89767125728,5823.893390094789,5629.560424852392,5820.954837811748,5681.853912513107
5577.625735853797,5647.436827287247,5419.969448958661,5341.6253008441545,5828.280412007872,5638.765058186008,5838.5318656991,5692.69611203214
5615.219156298251,5654.0619253361065,5450.747540004265,5336.944545730242,5821.444767027066,5634.269899120537,5839.535958003299,5701.145168534705
5631.250516003708,5658.99605405558,5471.552076508118,5341.229063206224,5848.162616467615,5667.909691376699,5858.512293213848,5706.546703628815
5634.1160365092455,5667.285531786505,5473.636232689275,5357.569862607836,5846.148203093639,5646.596150989395,5868.395635897538,5689.4957362875975
5645.968825488549,5682.195650098014,5478.909433480521,5363.333948910866,5861.977655767633,5658.676215519638,5879.65444680376,5696.182472989607
5640.475171887035,5685.829153818882,5452.371157648503,5355.312333432889,5843.708768321055,5623.109485321681,5858.930516956762,5677.6023269371
5635.010467872191,5670.068800501888,5461.014163631169,5324.840499757425,5825.0946615507255,5642.63999184111,5849.75321390685,5704.877108690043
5635.007038304225,5668.244497213759,5445.051662918589,5294.721388408869,5819.863446962725,5667.63229576916,5833.2548294772605,5703.973056795673
5637.2006209650735,5662.250602839415,5451.333382755226,5305.230374822299,5825.170443696797,5657.906743905626,5852.213004599515,5717.540862377308
5630.748517274997,5656.112687979858,5445.4019267700605,5312.195562443493,5816.533390058378,5706.433796649319,5836.694240423741,5700.125713477526
5613.6580545906945,5652.713869139806,5478.675076006067,5309.882660450387,5844.434574914242,5666.214623256425,5872.102866960893,5684.886284529604
5673.467809907881,5701.353043031556,5456.502511864078,5389.899210770458,5849.885188798373,5663.563795298561,5867.268683273596,5736.471216164458
5649.132048995425,5693.695480474102,5432.59324625912,5353.406744846864,5830.604529312721,5660.17291720185,5861.352634421223,5713.151133873169
5642.167409056022,5689.931054942535,5432.209634070888,5343.558351782137,5847.402365493072,5659.022079354538,5851.274308318481,5706.886005705919
5618.700282649891,5668.714520266072,5433.2774335100285,5342.37792119252,5837.960739091372,5647.5932188683455,5854.540429600515,5683.940279946055
5614.669093717979,5657.945524530039,5430.012655221761,5336.499731411074,5851.6935062916655,5654.768629646462,5847.060615154872,5667.065756346642
5607.35572881097,5660.709557145682,5433.764884932141,5334.97550824882,5822.614535946618,5635.916576093818,5838.1231331595645,5668.347154720175
5614.109635729445,5665.35911624193,5451.137955052586,5348.064728358293,5820.24680524149,5644.684724364761,5852.139262798207,5674.919581434316
5628.664203758798,5686.254529464317,5459.164148378377,5341.933144334701,5838.723356965704,5654.1266239039,5876.898873452923,5695.412151128202
5616.033692787855,5680.928636470549,5436.136761293353,5321.996948423273,5847.905622523795,5662.151543551385,5844.287364385955,5705.268064279204
5600.672844985906,5676.240702429726,5401.152584005394,5320.974283884603,5850.5760185957615,5640.935480677244,5824.6208803060335,5694.5010263865615
5599.403416595514,5691.922759548673,5440.397471238148,5321.988912845983,5881.5171582660905,5662.213466220514,5852.4145311783905,5702.353104990221
5596.521563804973,5687.365805785445,5428.257791389547,5325.374868482893,5860.623952356584,5660.742211104195,5844.340806420968,5695.8669150575315
5623.309091790466,5689.44992262836,5446.82328953065,5348.1863582858,5858.959264255453,5662.305807850119,5826.846399506284,5697.376818356346
5617.993497268724,5669.574463533372,5437.376691259506,5322.121543133096,5845.4486173622845,5656.501262866898,5818.27037822334,5677.392665399164
5622.669090354174,5668.659894752806,5434.967327435623,5330.861241065507,5831.969431422938,5637.888403347444,5833.205910656193,5686.3770031550675
5618.592210840506,5659.974533027772,5426.247627988797,5341.357452142729,5822.534823621563,5628.096146863425,5820.8373683029195,5675.802861708149
5607.8679285549915,5655.822942778678,5415.699003025587,5339.5885226529,5821.975977490972,5635.225815733396,5810.942315853642,5680.687241138229
5599.536273877734,5654.929818994505,5420.064516132683,5323.276402376361,5833.016729645884,5659.515317997668,5816.568873206372,5683.690501386321
5622.364546844937,5678.83166866559,5442.754436578106,5322.303247389544,5852.278456894715,5656.527355627183,5837.420811094823,5680.626151277715
5630.351068199487,5677.643490276216,5466.65635188303,5309.644933662982,5850.7000968994225,5649.358958622738,5866.603858236974,5679.604413572175
5636.736487043761,5692.698380025268,5442.520596938934,5336.131227055294,5857.571885766492,5665.566378913214,5855.483862387103,5683.442732867006
5612.355572016524,5674.335923002816,5452.7280581458,5336.916862140091,5848.730714712208,5649.457247492937,5843.158805528784,5690.666173117427
5615.284282289689,5689.085632868056,5420.743974638871,5377.663400349448,5846.041880593922,5665.094252866855,5829.015657481527,5706.1946363119405
5623.796898455138,5678.71166039154,5410.391649680374,5364.796839855409,5831.783815011266,5671.9009970719735,5821.151125901168,5702.365220396516
5607.525889512267,5671.179048247048,5409.424855832489,5365.2722467521235,5815.814826159936,5646.49918187137,5809.277974772229,5698.15431386053
5611.663580136231,5663.163588152259,5422.6752114870405,5360.336261659693,5842.560797478126,5643.860713379263,5819.691828115964,5694.972347774978
5600.522874987703,5655.10276639641,5415.885579015243,5344.764253702627,5858.774775218238,5650.0217680855885,5815.834067215632,5684.26115588621
5598.147811612407,5663.493937205127,5422.22974799428,5334.682580691257,5842.9057563361885,5648.31752288351,5814.723182501905,5684.355498009032
5599.197939030149,5652.1622643262135,5422.72000642057,5309.939942915628,5838.751212481858,5642.25764214992,5822.102979967523,5681.336165647332
5603.764966255259,5644.668180047197,5415.568755118395,5317.308697122064,5813.614267089618,5613.855020338477,5836.562643506464,5676.412123799883
5579.731499915813,5633.051899845555,5414.004563730588,5293.282054578407,5793.345721540809,5609.740822012553,5832.008167977909,5693.278863326693
5565.127504241386,5640.399239390854,5394.135591501303,5300.340024906535,5815.293766015456,5636.327250182048,5823.187700183006,5687.341748124504
5571.143106715896,5653.474445213242,5401.274235965076,5345.451386885141,5830.8388290651965,5633.656402090616,5810.751701233984,5695.402537932344
5573.438525348063,5651.0043159653205,5386.72404132362,5351.413077505415,5828.329034977849,5628.466676153485,5807.632558513504,5698.980722124635
5564.969061226027,5638.676780781114,5395.42324861459,5362.09310835445,5808.063864079012,5629.445616287771,5822.587979653266,5710.592559331008
5576.163493166416,5651.954520408383,5407.361493375988,5331.927985385473,5802.197661630075,5622.994857332164,5824.195952516955,5718.2775754952445
5586.041221743296,5637.346353514008,5406.234702517839,5330.133926499693,5796.342976612442,5604.637315619871,5821.975226143429,5709.329092901737
5563.510719384322,5620.2708134162685,5401.672009011157,5334.465985329614,5814.596598119531,5634.013257104012,5808.671306852919,5728.24803992333
5569.314362616744,5629.386770437655,5403.3167661651505,5329.52334052783,5782.137141616314,5591.133335082809,5819.120332700867,5729.396828253445
5588.770325530431,5632.422595237034,5431.383259537695,5330.720991284331,5832.41425961953,5646.86766263118,5856.831562572548,5737.099015039433
5597.016521139705,5645.871801698204,5430.6736860444535,5326.319614727726,5824.068613307008,5599.676109672606,5860.098336249128,5715.733306023839
5622.530067844946,5673.245224424342,5456.832938426012,5343.884815141155,5861.377033435308,5642.518809763591,5863.692103031208,5711.62291322208
5578.976859283094,5635.8261359797525,5400.068098721534,5306.402537119943,5754.98073424224,5548.819872303988,5825.365909294432,5663.975796584866
5533.730070989635,5609.250205375068,5418.414467325806,5271.429304638748,5794.88285708446,5610.66957138454,5836.049443058058,5664.879340169265
5617.245614515767,5678.315183682932,5443.723862724964,5312.910772912227,5803.384553035538,5637.880221473285,5855.955006509242,5691.042173545111
5575.572416589285,5640.914125945481,5402.386005922476,5271.07464217897,5794.788467962297,5612.6286038387425,5848.118323104979,5673.590613218521
5601.0280495059,5670.69847436052,5418.110529090123,5303.996618039215,5811.541938682304,5640.4386056674275,5854.603552560854,5693.46870976458
5600.303813413592,5656.3596384256025,5433.161936430761,5325.401407185296,5813.496128830214,5637.822960535359,5837.719446998073,5697.6853493745475
5596.022904389838,5682.659465894374,5414.399668506881,5333.087034395649,5831.048785557536,5650.016478887237,5845.608437200952,5689.440504830829
